领域,年份,会议或期刊名,文章名,链接,代码仓库,数据集或基准链接,本地的下载路径,文章类别,备注
cs.AI,2023,AAAI,BEVDepth: Acquisition of Reliable Depth for Multi-View 3D Object Detection,https://ojs.aaai.org/index.php/AAAI/article/download/25233/25005,,,,方法型,OpenAlex cited_by_count=662
cs.AI,2023,AAAI,Exploring CLIP for Assessing the Look and Feel of Images,https://ojs.aaai.org/index.php/AAAI/article/download/25353/25125,,,,bench/dataset型,OpenAlex cited_by_count=552
cs.AI,2023,AAAI,PDFormer: Propagation Delay-Aware Dynamic Long-Range Transformer for Traffic Flow Prediction,https://ojs.aaai.org/index.php/AAAI/article/download/25556/25328,,,,bench/dataset型,OpenAlex cited_by_count=505
cs.AI,2023,AAAI,NHITS: Neural Hierarchical Interpolation for Time Series Forecasting,https://ojs.aaai.org/index.php/AAAI/article/download/25854/25626,https://github.com/Nixtla/neuralforecast,,,bench/dataset型,OpenAlex cited_by_count=467
cs.AI,2024,AAAI,T2I-Adapter: Learning Adapters to Dig Out More Controllable Ability for Text-to-Image Diffusion Models,https://ojs.aaai.org/index.php/AAAI/article/download/28226/28447,https://github.com/TencentARC/T2I-Adapter,,,方法型,OpenAlex cited_by_count=724
cs.AI,2024,AAAI,Graph of Thoughts: Solving Elaborate Problems with Large Language Models,https://ojs.aaai.org/index.php/AAAI/article/download/29720/31236,,,,系统型,OpenAlex cited_by_count=413
cs.AI,2024,AAAI,Benchmarking Large Language Models in Retrieval-Augmented Generation,https://ojs.aaai.org/index.php/AAAI/article/download/29728/31250,,,,bench/dataset型,OpenAlex cited_by_count=325
cs.AI,2024,AAAI,MedSegDiff-V2: Diffusion-Based Medical Image Segmentation with Transformer,https://ojs.aaai.org/index.php/AAAI/article/download/28418/28816,https://github.com/KidsWithTokens/MedSegDiff,,,系统型,OpenAlex cited_by_count=237
cs.AI,2024,AAAI,Omni-Kernel Network for Image Restoration,https://ojs.aaai.org/index.php/AAAI/article/download/27907/27836,https://github.com/c-yn/OKNet,,,bench/dataset型,OpenAlex cited_by_count=229
cs.AI,2025,AAAI,U-KAN Makes Strong Backbone for Medical Image Segmentation and Generation,https://ojs.aaai.org/index.php/AAAI/article/download/32491/34646,,,,bench/dataset型,OpenAlex cited_by_count=238
cs.AI,2025,AAAI,Pinwheel-shaped Convolution and Scale-based Dynamic Loss for Infrared Small Target Detection,https://doi.org/10.1609/aaai.v39i9.32996,,,,bench/dataset型,OpenAlex cited_by_count=135
cs.AI,2025,AAAI,EfficientVMamba: Atrous Selective Scan for Light Weight Visual Mamba,https://ojs.aaai.org/index.php/AAAI/article/download/32690/34845,,,,方法型,OpenAlex cited_by_count=125
cs.AI,2025,AAAI,Mamba YOLO: A Simple Baseline for Object Detection with State Space Model,https://ojs.aaai.org/index.php/AAAI/article/download/32885/35040,,,,bench/dataset型,OpenAlex cited_by_count=113
cs.AI,2025,AAAI,FBRT-YOLO: Faster and Better for Real-Time Aerial Image Detection,https://doi.org/10.1609/aaai.v39i8.32937,,,,bench/dataset型,OpenAlex cited_by_count=96
cs.AI,2026,AAAI,PathRAG: Pruning Graph-based Retrieval Augmented Generation with Relational Paths,https://doi.org/10.1609/aaai.v40i36.40268,,,,bench/dataset型,OpenAlex cited_by_count=8
cs.AI,2026,AAAI,U2UData+: A Scalable Swarm UAVs Autonomous Flight Dataset for Embodied Long-horizon Tasks,https://doi.org/10.1609/aaai.v40i3.37158,,,,bench/dataset型,OpenAlex cited_by_count=7
cs.AI,2026,AAAI,Strip R-CNN: Large Strip Convolution for Remote Sensing Object Detection,https://doi.org/10.1609/aaai.v40i15.38217,,,,bench/dataset型,OpenAlex cited_by_count=6
cs.AI,2026,AAAI,AdaptCLIP: Adapting CLIP for Universal Visual Anomaly Detection,https://doi.org/10.1609/aaai.v40i6.42404,,,,bench/dataset型,OpenAlex cited_by_count=6
cs.AI,2026,AAAI,OpenDriveVLA: Towards End-to-end Autonomous Driving with Large Vision Language Action Model,https://doi.org/10.1609/aaai.v40i16.38386,,,,bench/dataset型,OpenAlex cited_by_count=5
cs.AI,2020,IJCAI,GeoGebra and the realgeom Reasoning Tool.,http://ceur-ws.org/Vol-2752/paper15.pdf,,,downloads/ijcai/2020/geogebra-and-the-realgeom-reasoning-tool,,OpenAlex cited_by_count=8
cs.AI,2020,IJCAI,Mastering the Media Hype: Methods for Deduplication of Conflict Events from News Reports.,http://ceur-ws.org/Vol-2794/paper6.pdf,,,downloads/ijcai/2020/mastering-the-media-hype-methods-for-deduplication-of-conflict-events-from-news,方法型,OpenAlex cited_by_count=4
cs.AI,2020,IJCAI,Robustness as Inherent Property of Datapoints.,http://ceur-ws.org/Vol-2640/paper_20.pdf,,,downloads/ijcai/2020/robustness-as-inherent-property-of-datapoints,,OpenAlex cited_by_count=3
cs.AI,2020,IJCAI,Safety of Artificial Intelligence: A Collaborative Model.,http://ceur-ws.org/Vol-2640/paper_7.pdf,,,downloads/ijcai/2020/safety-of-artificial-intelligence-a-collaborative-model,方法型,OpenAlex cited_by_count=3
cs.AI,2020,IJCAI,Directed Graph Networks for Logical Reasoning (Extended Abstract).,http://ceur-ws.org/Vol-2752/paper8.pdf,,,downloads/ijcai/2020/directed-graph-networks-for-logical-reasoning-extended-abstract,,OpenAlex cited_by_count=3
cs.AI,2021,IJCAI,Using Complementary Risk Acceptance Criteria to Structure Assurance Cases for Safety-Critical AI Components.,http://ceur-ws.org/Vol-2916/paper_9.pdf,,,downloads/ijcai/2021/using-complementary-risk-acceptance-criteria-to-structure-assurance-cases-for-sa,,OpenAlex cited_by_count=10
cs.AI,2021,IJCAI,Concept-based Chatbot for Interactive Query Refinement in Product Search.,http://ceur-ws.org/Vol-2972/paper5.pdf,,,downloads/ijcai/2021/concept-based-chatbot-for-interactive-query-refinement-in-product-search,,OpenAlex cited_by_count=2
cs.AI,2021,IJCAI,Uncontrollability of Artificial Intelligence.,http://ceur-ws.org/Vol-2916/paper_3.pdf,,,downloads/ijcai/2021/uncontrollability-of-artificial-intelligence,,OpenAlex cited_by_count=1
cs.AI,2021,IJCAI,AnyNets: Adaptive Deep Neural Networks for Medical Data with Missing Values.,http://ceur-ws.org/Vol-2926/paper2.pdf,,,downloads/ijcai/2021/anynets-adaptive-deep-neural-networks-for-medical-data-with-missing-values,,OpenAlex cited_by_count=1
cs.AI,2021,IJCAI,ProLinguist: Program Synthesis for Linguistics and NLP,https://www.microsoft.com/en-us/research/publication/prolinguist-program-synthesis-for-linguistics-and-nlp/,,,,,OpenAlex cited_by_count=1
cs.AI,2022,IJCAI,Phragmén Rules for Degressive and Regressive Proportionality,https://doi.org/10.24963/ijcai.2022/47,,,,,DBLP fallback
cs.AI,2022,IJCAI,Correlation-Based Algorithm for Team-Maxmin Equilibrium in Multiplayer Extensive-Form Games,https://doi.org/10.24963/ijcai.2022/86,,,,方法型,DBLP fallback
cs.AI,2022,IJCAI,Offline Time-Independent Multi-Agent Path Planning,https://doi.org/10.24963/ijcai.2022/645,,,,,DBLP fallback
cs.AI,2022,IJCAI,On the Complexity of Calculating Approval-Based Winners in Candidates-Embedded Metrics,https://doi.org/10.24963/ijcai.2022/83,,,,,DBLP fallback
cs.AI,2022,IJCAI,AMICA: An Argumentative Search Engine for COVID-19 Literature,https://doi.org/10.24963/ijcai.2022/857,,,,,DBLP fallback
cs.AI,2023,IJCAI,Pushing the Limits of Fairness in Algorithmic Decision-Making,https://doi.org/10.24963/ijcai.2023/806,,,,方法型,DBLP fallback
cs.AI,2023,IJCAI,Spatially Constrained Adversarial Attack Detection and Localization in the Representation Space of Optical Flow Networks,https://doi.org/10.24963/ijcai.2023/107,,,,,DBLP fallback
cs.AI,2023,IJCAI,On Approximating Total Variation Distance,https://doi.org/10.24963/ijcai.2023/387,,,,,DBLP fallback
cs.AI,2023,IJCAI,Fair Division with Two-Sided Preferences,https://doi.org/10.24963/ijcai.2023/307,,,,,DBLP fallback
cs.AI,2023,IJCAI,A Survey on User Behavior Modeling in Recommender Systems,https://doi.org/10.24963/ijcai.2023/746,,,,系统型,DBLP fallback
cs.AI,2024,IJCAI,A Fast Algorithm for MaxSAT above Half Number of Clauses,https://www.ijcai.org/proceedings/2024/214,,,,方法型,DBLP fallback
cs.AI,2024,IJCAI,A Better Approximation for Bipartite Traveling Tournament in Inter-League Sports Scheduling,https://www.ijcai.org/proceedings/2024/753,,,,,DBLP fallback
cs.AI,2024,IJCAI,"A Survey on Extractive Knowledge Graph Summarization: Applications, Approaches, Evaluation, and Future Directions",https://www.ijcai.org/proceedings/2024/916,,,,综述型,DBLP fallback
cs.AI,2024,IJCAI,Real-World Networks Are Low-Dimensional: Theoretical and Practical Assessment,https://www.ijcai.org/proceedings/2024/225,,,,,DBLP fallback
cs.AI,2024,IJCAI,Graph Collaborative Expert Finding with Contrastive Learning,https://www.ijcai.org/proceedings/2024/253,,,,,DBLP fallback
cs.AI,2025,IJCAI,Interpreting Pretrained Language Models via Concept Bottlenecks (Extended Abstract),https://doi.org/10.24963/ijcai.2025/1221,,,,方法型,DBLP fallback
cs.AI,2025,IJCAI,Not All Layers of LLMs Are Necessary During Inference,https://doi.org/10.24963/ijcai.2025/566,,,,,DBLP fallback
cs.AI,2025,IJCAI,Efficient Algorithms for Electing Successive Committees,https://doi.org/10.24963/ijcai.2025/436,,,,方法型,DBLP fallback
cs.AI,2025,IJCAI,Decoupled Search for the Masses: A Novel Task Transformation for Classical Planning (Extended Abstract),https://doi.org/10.24963/ijcai.2025/1219,,,,,DBLP fallback
cs.AI,2025,IJCAI,Navigating Social Dilemmas with LLM-based Agents via Consideration of Future Consequences,https://doi.org/10.24963/ijcai.2025/26,,,,,DBLP fallback
cs.LG,2020,ICML,Generative Pretraining From Pixels,http://proceedings.mlr.press/v119/chen20s/chen20s.pdf,,,downloads/icml/2020/generative-pretraining-from-pixels,方法型,OpenAlex cited_by_count=571
cs.LG,2020,ICML,PEGASUS: Pre-training with Extracted Gap-sentences for Abstractive Summarization,http://proceedings.mlr.press/v119/zhang20ae/zhang20ae.pdf,,,downloads/icml/2020/pegasus-pre-training-with-extracted-gap-sentences-for-abstractive-summarization,bench/dataset型,OpenAlex cited_by_count=371
cs.LG,2020,ICML,XTREME: A Massively Multilingual Multi-task Benchmark for Evaluating Cross-lingual Generalisation,http://proceedings.mlr.press/v119/hu20b/hu20b.pdf,,,downloads/icml/2020/xtreme-a-massively-multilingual-multi-task-benchmark-for-evaluating-cross-lingua,bench/dataset型,OpenAlex cited_by_count=312
cs.LG,2020,ICML,Frustratingly Simple Few-Shot Object Detection,http://proceedings.mlr.press/v119/wang20j/wang20j.pdf,,,downloads/icml/2020/frustratingly-simple-few-shot-object-detection,,OpenAlex cited_by_count=300
cs.LG,2020,ICML,Retrieval Augmented Language Model Pre-Training,http://proceedings.mlr.press/v119/guu20a/guu20a.pdf,,,downloads/icml/2020/retrieval-augmented-language-model-pre-training,方法型,OpenAlex cited_by_count=212
cs.LG,2021,ICML,"SimAM: A Simple, Parameter-Free Attention Module for Convolutional Neural Networks",http://proceedings.mlr.press/v139/yang21o/yang21o.pdf,,,downloads/icml/2021/simam-a-simple-parameter-free-attention-module-for-convolutional-neural-networks,,OpenAlex cited_by_count=652
cs.LG,2021,ICML,Personalized Federated Learning using Hypernetworks,http://proceedings.mlr.press/v139/shamsian21a/shamsian21a.pdf,,,downloads/icml/2021/personalized-federated-learning-using-hypernetworks,方法型,OpenAlex cited_by_count=67
cs.LG,2021,ICML,Environment Inference for Invariant Learning,http://proceedings.mlr.press/v139/creager21a/creager21a.pdf,,,downloads/icml/2021/environment-inference-for-invariant-learning,bench/dataset型,OpenAlex cited_by_count=51
cs.LG,2021,ICML,Offline Reinforcement Learning with Fisher Divergence Critic Regularization,http://proceedings.mlr.press/v139/kostrikov21a/kostrikov21a.pdf,,,downloads/icml/2021/offline-reinforcement-learning-with-fisher-divergence-critic-regularization,,OpenAlex cited_by_count=39
cs.LG,2021,ICML,HAWQ-V3: Dyadic Neural Network Quantization,http://proceedings.mlr.press/v139/yao21a/yao21a.pdf,,,downloads/icml/2021/hawq-v3-dyadic-neural-network-quantization,,OpenAlex cited_by_count=38
cs.LG,2023,ICML,Optimal Goal-Reaching Reinforcement Learning via Quasimetric Learning,https://proceedings.mlr.press/v202/wang23al.html,,,,,DBLP fallback
cs.LG,2023,ICML,Dimension-independent Certified Neural Network Watermarks via Mollifier Smoothing,https://proceedings.mlr.press/v202/ren23c.html,,,,,DBLP fallback
cs.LG,2023,ICML,Hyperbolic Representation Learning: Revisiting and Advancing,https://proceedings.mlr.press/v202/yang23u.html,,,,,DBLP fallback
cs.LG,2023,ICML,Continuation Path Learning for Homotopy Optimization,https://proceedings.mlr.press/v202/lin23n.html,,,,,DBLP fallback
cs.LG,2024,ICML,Ambiguity-Aware Abductive Learning,https://proceedings.mlr.press/v235/he24j.html,,,,,DBLP fallback
cs.LG,2024,ICML,Causal Discovery via Conditional Independence Testing with Proxy Variables,https://proceedings.mlr.press/v235/liu24bc.html,,,,,DBLP fallback
cs.LG,2024,ICML,Tuning-Free Stochastic Optimization,https://proceedings.mlr.press/v235/khaled24a.html,,,,,DBLP fallback
cs.LG,2024,ICML,E(3)-Equivariant Actor-Critic Methods for Cooperative Multi-Agent Reinforcement Learning,https://proceedings.mlr.press/v235/chen24az.html,,,,方法型,DBLP fallback
cs.LG,2024,ICML,Learning Modality Knowledge Alignment for Cross-Modality Transfer,https://proceedings.mlr.press/v235/ma24d.html,,,,,DBLP fallback
cs.LG,2025,ICML,Dataflow-Guided Neuro-Symbolic Language Models for Type Inference,https://proceedings.mlr.press/v267/li25cj.html,,,,方法型,DBLP fallback
cs.LG,2025,ICML,Surrogate Prompt Learning: Towards Efficient and Diverse Prompt Learning for Vision-Language Models,https://proceedings.mlr.press/v267/liu25bx.html,,,,方法型,DBLP fallback
cs.LG,2025,ICML,Causality Inspired Federated Learning for OOD Generalization,https://proceedings.mlr.press/v267/zhang25ba.html,,,,,DBLP fallback
cs.LG,2025,ICML,On Path to Multimodal Generalist: General-Level and General-Bench,https://proceedings.mlr.press/v267/fei25a.html,,,,,DBLP fallback
cs.LG,2025,ICML,Self-supervised Masked Graph Autoencoder via Structure-aware Curriculum,https://proceedings.mlr.press/v267/li25ct.html,,,,,DBLP fallback
cs.LG,2020,ICLR,VL-BERT: Pre-training of Generic Visual-Linguistic Representations,https://openreview.net/pdf?id=SygXPaEYvH,,,,bench/dataset型,OpenAlex cited_by_count=306
cs.LG,2020,ICLR,Improving Adversarial Robustness Requires Revisiting Misclassified Examples,https://openreview.net/pdf?id=rklOg6EFwS,,,,方法型,OpenAlex cited_by_count=300
cs.LG,2020,ICLR,On the Convergence of FedAvg on Non-IID Data,https://www.openreview.net/pdf?id=HJxNAnVtDS,,,,方法型,OpenAlex cited_by_count=281
cs.LG,2020,ICLR,DBA: Distributed Backdoor Attacks against Federated Learning,https://openreview.net/pdf?id=rkgyS0VFvr,,,,bench/dataset型,OpenAlex cited_by_count=273
cs.LG,2020,ICLR,Learning The Difference That Makes A Difference With Counterfactually-Augmented Data,https://openreview.net/pdf?id=Sklgs0NFvr,,,,bench/dataset型,OpenAlex cited_by_count=199
cs.LG,2021,ICLR,DEBERTA: DECODING-ENHANCED BERT WITH DISENTANGLED ATTENTION,https://openreview.net/pdf?id=XPZIaotutsD,,,,方法型,OpenAlex cited_by_count=922
cs.LG,2021,ICLR,An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,https://openreview.net/pdf?id=YicbFdNTTy,,,,bench/dataset型,OpenAlex cited_by_count=557
cs.LG,2021,ICLR,Approximate Nearest Neighbor Negative Contrastive Learning for Dense Text Retrieval,https://openreview.net/pdf?id=zeFrfgyZln,,,,bench/dataset型,OpenAlex cited_by_count=335
cs.LG,2021,ICLR,Measuring Massive Multitask Language Understanding,https://openreview.net/pdf?id=d7KBjmI3GmQ,,,,方法型,OpenAlex cited_by_count=331
cs.LG,2021,ICLR,Rethinking Positional Encoding in Language Pre-training,https://openreview.net/pdf?id=09-528y2Fgf,,,,bench/dataset型,OpenAlex cited_by_count=127
cs.LG,2023,ICLR,Multimodal Analogical Reasoning over Knowledge Graphs,https://openreview.net/forum?id=NRHajbzg8y0P,,,,,DBLP fallback
cs.LG,2023,ICLR,RPM: Generalizable Multi-Agent Policies for Multi-Agent Reinforcement Learning,https://openreview.net/forum?id=HnSceSzlfrY,,,,,DBLP fallback
cs.LG,2023,ICLR,Faster federated optimization under second-order similarity,https://openreview.net/forum?id=ElC6LYO4MfD,,,,,DBLP fallback
cs.LG,2023,ICLR,Contrastive Alignment of Vision to Language Through Parameter-Efficient Transfer Learning,https://openreview.net/forum?id=x0BPR9iXc1,,,,,DBLP fallback
cs.LG,2023,ICLR,Long-Tailed Learning Requires Feature Learning,https://openreview.net/forum?id=S-h1oFv-mq,,,,,DBLP fallback
cs.LG,2024,ICLR,"TD-MPC2: Scalable, Robust World Models for Continuous Control",https://openreview.net/forum?id=Oxh5CstDJU,,,,方法型,DBLP fallback
cs.LG,2024,ICLR,Label-Agnostic Forgetting: A Supervision-Free Unlearning in Deep Models,https://openreview.net/forum?id=SIZWiya7FE,,,,方法型,DBLP fallback
cs.LG,2024,ICLR,Neural Neighborhood Search for Multi-agent Path Finding,https://openreview.net/forum?id=2NpAw2QJBY,,,,,DBLP fallback
cs.LG,2024,ICLR,Less is More: Fewer Interpretable Region via Submodular Subset Selection,https://openreview.net/forum?id=jKTUlxo5zy,,,,,DBLP fallback
cs.LG,2024,ICLR,FairSeg: A Large-Scale Medical Image Segmentation Dataset for Fairness Learning Using Segment Anything Model with Fair Error-Bound Scaling,https://openreview.net/forum?id=qNrJJZAKI3,,,,bench/dataset型,DBLP fallback
cs.LG,2025,ICLR,Efficient Inference for Large Language Model-based Generative Recommendation,https://openreview.net/forum?id=ACSNlt77hq,,,,方法型,DBLP fallback
cs.LG,2025,ICLR,Learning a Fast Mixing Exogenous Block MDP using a Single Trajectory,https://openreview.net/forum?id=41WIgfdd5o,,,,,DBLP fallback
cs.LG,2025,ICLR,Effective and Efficient Time-Varying Counterfactual Prediction with State-Space Models,https://openreview.net/forum?id=yheQRc5xWB,,,,方法型,DBLP fallback
cs.LG,2025,ICLR,Approximation algorithms for combinatorial optimization with predictions,https://openreview.net/forum?id=AEFVa6VMu1,,,,方法型,DBLP fallback
cs.LG,2025,ICLR,SleepSMC: Ubiquitous Sleep Staging via Supervised Multimodal Coordination,https://openreview.net/forum?id=B5VEi5d3p2,,,,,DBLP fallback
cs.LG,2020,NeurIPS,wav2vec 2.0: A Framework for Self-Supervised Learning of Speech Representations,https://proceedings.neurips.cc/paper/2020/file/92d1e1eb1cd6f9fba3227870bb6d7f07-Paper.pdf,,,downloads/neurips/2020/wav2vec-2-0-a-framework-for-self-supervised-learning-of-speech-representations,系统型,OpenAlex cited_by_count=407
cs.LG,2020,NeurIPS,Personalized Federated Learning with Theoretical Guarantees: A Model-Agnostic Meta-Learning Approach,https://proceedings.neurips.cc/paper/2020/file/24389bfe4fe2eba8bf9aa9203a44cdad-Paper.pdf,,,downloads/neurips/2020/personalized-federated-learning-with-theoretical-guarantees-a-model-agnostic-met,方法型,OpenAlex cited_by_count=382
cs.LG,2020,NeurIPS,Fast Fourier Convolution,https://proceedings.neurips.cc/paper/2020/file/2fd5d41ec6cfab47e32164d5624269b1-Paper.pdf,,,downloads/neurips/2020/fast-fourier-convolution,,OpenAlex cited_by_count=213
cs.LG,2020,NeurIPS,Unsupervised Data Augmentation for Consistency Training,https://openreview.net/pdf?id=ByeL1R4FvS,,,,方法型,OpenAlex cited_by_count=199
cs.LG,2020,NeurIPS,Graph Random Neural Networks for Semi-Supervised Learning on Graphs,https://proceedings.neurips.cc/paper/2020/file/fb4c835feb0a65cc39739320d7a51c02-Paper.pdf,,,downloads/neurips/2020/graph-random-neural-networks-for-semi-supervised-learning-on-graphs,,OpenAlex cited_by_count=162
cs.LG,2021,NeurIPS,Do Transformers Really Perform Badly for Graph Representation,https://dblp.uni-trier.de/db/journals/corr/corr2106.html#abs-2106-05234,,,,,OpenAlex cited_by_count=385
cs.LG,2021,NeurIPS,HRFormer: High-Resolution Vision Transformer for Dense Predict,https://proceedings.neurips.cc/paper/2021/file/3bbfdde8842a5c44a0323518eec97cbe-Paper.pdf,,,,,OpenAlex cited_by_count=156
cs.LG,2021,NeurIPS,Artistic Style Transfer with Internal-external Learning and Contrastive Learning,https://proceedings.neurips.cc/paper/2021/file/df5354693177e83e8ba089e94b7b6b55-Paper.pdf,,,,,OpenAlex cited_by_count=122
cs.LG,2021,NeurIPS,Differentiable Spike: Rethinking Gradient-Descent for Training Spiking Neural Networks,https://papers.nips.cc/paper/2021/hash/c4ca4238a0b923820dcc509a6f75849b-Abstract.html,,,,方法型,OpenAlex cited_by_count=108
cs.LG,2021,NeurIPS,Beta-CROWN: Efficient Bound Propagation with Per-neuron Split Constraints for Neural Network Robustness Verification,https://papers.nips.cc/paper/2021/hash/fac7fead96dafceaf80c1daffeae82a4-Abstract.html,,,,,OpenAlex cited_by_count=94
cs.LG,2022,NeurIPS,Masked Autoencoders that Listen,http://papers.nips.cc/paper_files/paper/2022/hash/b89d5e209990b19e33b418e14f323998-Abstract-Conference.html,,,,,DBLP fallback
cs.LG,2022,NeurIPS,Randomized Sketches for Clustering: Fast and Optimal Kernel $k$-Means,http://papers.nips.cc/paper_files/paper/2022/hash/29ef811e72b2b97cf18dd5d866b0f472-Abstract-Conference.html,,,,,DBLP fallback
cs.LG,2022,NeurIPS,On Kernelized Multi-Armed Bandits with Constraints,http://papers.nips.cc/paper_files/paper/2022/hash/00295cede6e1600d344b5cd6d9fd4640-Abstract-Conference.html,,,,,DBLP fallback
cs.LG,2022,NeurIPS,Contact-aware Human Motion Forecasting,http://papers.nips.cc/paper_files/paper/2022/hash/3018804d037cc101b73624f381bed0cb-Abstract-Conference.html,,,,,DBLP fallback
cs.LG,2022,NeurIPS,A Simple Decentralized Cross-Entropy Method,http://papers.nips.cc/paper_files/paper/2022/hash/ec9dc93250548578aa4569aa19acfd81-Abstract-Conference.html,,,,方法型,DBLP fallback
cs.LG,2023,NeurIPS,Extensible Prompts for Language Models on Zero-shot Language Style Customization,http://papers.nips.cc/paper_files/paper/2023/hash/6fcbfb3721c1781728b10c6685cc2f6c-Abstract-Conference.html,,,,方法型,DBLP fallback
cs.LG,2023,NeurIPS,A Theoretical Analysis of Optimistic Proximal Policy Optimization in Linear Markov Decision Processes,http://papers.nips.cc/paper_files/paper/2023/hash/e9721921b799b6ea98d37f9e77f1a7fe-Abstract-Conference.html,,,,,DBLP fallback
cs.LG,2023,NeurIPS,Language Semantic Graph Guided Data-Efficient Learning,http://papers.nips.cc/paper_files/paper/2023/hash/4bbd69ce4cea6aa3a08bde08a40fd65a-Abstract-Conference.html,,,,,DBLP fallback
cs.LG,2023,NeurIPS,CARE: Modeling Interacting Dynamics Under Temporal Environmental Variation,http://papers.nips.cc/paper_files/paper/2023/hash/0c7ca207a051228f978971447a56464a-Abstract-Conference.html,,,,方法型,DBLP fallback
cs.LG,2023,NeurIPS,Characteristic Circuits,http://papers.nips.cc/paper_files/paper/2023/hash/6b61c278e483954fee502b49fe71cd14-Abstract-Conference.html,,,,,DBLP fallback
cs.LG,2024,NeurIPS,InterControl: Zero-shot Human Interaction Generation by Controlling Every Joint,http://papers.nips.cc/paper_files/paper/2024/hash/be41269a9fe258f1ecba663b0b402322-Abstract-Conference.html,,,,,DBLP fallback
cs.LG,2024,NeurIPS,Contextual Decision-Making with Knapsacks Beyond the Worst Case,http://papers.nips.cc/paper_files/paper/2024/hash/a0e1c2c40fc245b5fe7251ea33fbb045-Abstract-Conference.html,,,,,DBLP fallback
